Date,Direction,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,,,,,,,
3/19/2010,0, Amendments and Impasse May Stall Financial Bill, Missing a Son on the Census Form, March Madness: Using Tournament Brackets to Debate Academic Questions, Pod Hotel to Open Near Times Square," Brake Issue Forces Honda to Recall 412,000 Odysseys and Elements", Senate to Drop 'Backdoor Bailouts' From Bill, Former Small-Business Owner in Congress to Back Health Care Bill, March Madness: Using Tournament Brackets to Debate Academic Questions, Kiwi Captain Learned Premier League Defense in M.L.S., PenFed's Promise Card: A Decent Product for Those in Debt, 'Sophisticated Travelers' With No Place to Go, Comparing the House and Senate Financial Reform Bills," Sampler: Bay Area Home Prices Rise, and San Francisco Fights Proposition 16", Financial Accounting and Decency, Senate Republicans Oppose 'Honey Pot' for Bailouts, Oversight Agency Bars Provident Brokerage Firm, What Do You Know About Teen Depression?, Jankovic Reaches Semifinal, Hedge Fund Networkers Under Scrutiny, Sue Gurnee: ‘The Fulgent Cadences’, An N.C.A.A. Bid Means Name Recognition and More for Oakland, Many Calls for Avoiding Repeat of Bank Bailouts, A Financial Aid Package That Includes Mentoring, Rangers Miss a Chance to Gain Some Ground, Oversight Agency Bars Provident Brokerage Firm, Safety Issues Linger as Nuclear Reactors Shrink in Size, Many Calls for Avoiding a Repeat of Bank Bailouts," Citing Recession, U.S. Again Presses China on Revaluing Currency", Insurer’s Large Public Offering Could Lift Japanese Markets," FedEx Profit Doubles, Aided by Strong Business in Asia", Cross-Cultural Rhythms Amid Relaxed Chemistry, Universal’s Strategy Tests Lower Price on New CDs, Fine-Tuning Led to Health Bill’s $940 Billion Price Tag, Viacom Says YouTube Ignored Copyrights," Prices of Consumer Goods Hold Steady, Indicating That Inflation Is at Bay", N. Korea Is Said to Execute Finance Chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2010,0, Now On Deck: Financial Regulatory Reform, Suns' Nash Stays Productive, Saturday Word: Health Care (and Finance)," For Baylor, a Reminder of One Who Got Away", Palm Stock Falls After a Disappointing Forecast, Manhattan Judge&#8217;s Trial Raises Thorny Election Law Issues Concerning Gifts," Acorn on Brink of Bankruptcy, Officials Say", Health Care Pushes Other Issues to Margins, U.S. Plans Spot Tests of Organic Products, Cambodia: Ban on Marriages to South Korean Men, Missouri Outlasts Clemson to Advance," Iran Releases Opposition Leaders, Rights Advocates Say", A Reminder of One Who Got Away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2010,0, Charles Moore’s Civil Rights Photographs, Twins Closer Joe Nathan to Miss 2010 Season," Girija Prasad Koirala, Former Nepal Premier, Dies at 85"," Opinion: Lehman's Demise, Dissected"," For Baylor, Preseason Predictions Missed the Mark", Driven Young Man With a Basketball Mission, Student Foreign Exchanges," Two Months After the Quake, Reminders of Haiti’s Plight", District Attorney’s Boycott of a Judge Raises Issues," Liz Carpenter,  Journalist, Feminist and Johnson Aide, Dies at 89", The Case for Financial Reinvention, With Eyes Wide Open," Oswalt to Open for Astros, Again", A Minor Leaguer in Limbo Becomes a Slugger With a Future, Academic Paper in China Sets Off Alarms in U.S.," A Health Care Plan So Cheap, They Made Him Raise the Price", A Mozart Piece to Open the Season," Sarah Rombom, Stefan Singer"," Marissa Mittman, Mark Kornblau", A Liberal Price Cut, In Response to the 3.7.10 Issue," By Ancient Ruins, a Gay Haven in Cambodia", Cambodia to Preserve Khmer Rouge Sites, Vast Casino Complex To Open in Singapore," Paid Notice: Deaths  GOLDBERG, BARBARA WEISS", ASIA-PACIFIC ISSUE: WHY WE TRAVEL, SPREADING THE NEWS PRICE CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2010,1," What We're Reading: iPad's Price, EBay Thieves and Palm's Decline", Send Us Your Small-Business Health Reform Questions, Banking Panel Sends Financial Bill to Full Senate, Bond Markets Trust Buffett More Than Obama, New York Production Set for Latest Kushner Play, Bank Bailout Tax Gains Support in Europe, Grassley Wants Obama to Enroll in New Exchanges, Travel Deals: Palomar Chicago Opens with Weekend Discount, Chevron Testing Solar Technologies, MediaNews's Holding Company Exits Bankruptcy, Levine to Miss More Dates Because of Back Problems, Advice for Consumers and Small Businesses, Mack: We Still Need Financial Regulatory Reform, Travelocity Takes on Priceline, James Beard Award Nominees Are Announced, More on What the Health Care Overhaul Means for You, Why Health Care Reform Won't Put Greg EP Out of Business, Philadelphia Newspaper Executive Wins Key Victory in Bankruptcy Proceedings, The Price of Goofs in Deal-Making," Brooklyn Bridge Park Opens, Slightly", Fraud Suit Against IAC/InteractiveCorp Is Dismissed, The Resentment Zone: Losing Means-Tested Benefits, EMI Could Stave Off Takeover With Licensing Deal, Britain to Open $3 Billion Green Investment Bank, Credit Suisse Restricts Bankers' Travel to Germany, Asian Genco Fully Financed with $425 Million in New Funds," Facing a Financial Pinch, and Moving In With Mom and Dad", Business of Game Quells Thrill, Tent City at a Golf Club Dramatizes Haiti’s Limbo, Iraq’s Premier Endorses a Recount of the Vote, Mapplethorpe Photos to Stay in Florence," Liz Carpenter, 89, Journalist, Feminist and Johnsons' Aide", Overseeing Apple Prototypes," Girija Prasad Koirala, Former Nepal Premier, Dies at 86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2010,1, Coca-Cola Becomes 'Signature Partner' of MSG, Two Comedies by Female Playwrights on Roundabout's Fall Schedule, Conrad Gessner's Animals," At White House, Biden's Expletive Caught on Open Mike"," With Jobs Open, Cornell's Donahue Stays On Point", What the Health Care Overhaul Means for Americans Abroad, Move to Legalize Marijuana in California Sparks Fears About Drop in Prices, Volkswagen to Issue $6 Billion in Preferred Shares, Today in Business Travel, British Investor Group Takes Issue With Bank Fees, Legg Mason's Miller Likes Health Care Stocks, Next Big Issue? Social Security Pops Up Again," Dr. James Black, Pharmacologist Who Discovered Beta Blockers, Dies at 85"," After an Injury, Enjoying a Chat in Business Class", Taxi Scheme Might Be Smaller Than Commission First Thought, U.S. Proposals for Taxes on Banks to Cover the Bailouts Gain Ground in Europe, U.S. Set to Expand Role in Protecting Air Travelers," House Ethics Office Gains, Dismissals Aside", Apple Adds 2 Publishers to Its Store for E-Books, Kushner Play to Open in New York Next Spring, Pioneer Reflects on Future of Reproductive Medicine, U.S. Bolsters Chemical Restrictions for Water, Third Carl Icahn Nominee Is Named to Board at Biogen, Hong Kong Issues Warning as Air Pollution Sets Record, Sentencing of Agent's Killer Is Delayed After an Outburst, Women Put Own Stamp On Mission In Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2010,0, Shades of ‘Wall Street’ in Insider Trading Arrests, Britain’s Widening Insider Trading Inquiry, 2 JWT Executives to Open Their Own Agency," Starbucks Still Sees Growth, as Well as Dividends", Video: Elizabeth Warren's Mission, Wells Fargo to Buy GMAC's Factoring Business, Lawyer Convicted of Visa Fraud, It's Official: 2009 Was Worst Year for the Newspaper Business in Decades, Hacking a GTO With an iPod Touch, Financial Overhaul Is Next Priority of Democrats, The $1.3 Million Sticker Price for 6 Siblings to Attend College," Anne on the Move | AG, Stockholm", 31 Steps to a Financial Tuneup, Send Us Your Kindergarten Admission Tales, Elizabeth Warren's Mission, 'Fred: The Movie' Lands on Nickelodeon, A Physics Maven's Take on Skeptical Science, Roundabout Sets New Deal for Playwrights, IMHO: A Forum on Israel for Open Minds, Living With Music: A Playlist by Melissa Febos, Standard Life Heads Into Hedge Funds, Britain Raids a Leading Hedge Fund, European Central Bank Is Said to Consider New Rules on Swaps, Word of the Day | figurative," Ex-Times Lawyer, an Army Nominee, Is Queried on Leaks", M.L.S. Pay Minimums Rise, Bankruptcy Ruling in Student Loan Case, Fixing Missile Defense," An Openly Gay Bishop, and a Church’s Message", Venezuela: Arrest of Opposition Figure Is Criticized," In Germany, Xenophobia Diverted by Open Doors", Binghamton Will Keep Men’s Team in Limbo, Stance by China to Limit Google Is Risk by Beijing," California, in Financial Crisis, Opens Prison Doors", Myanmar: Dissident Against Role in Next Elections, China: 2 Protests by Students in Tibetan Areas, India: Pollution Fine Sought Against Coca-Cola, Britain Raids a Leading Hedge Fund, E.P.A. to Seek More Data on Emissions, Muhammara (Red Bell Pepper-Walnut Dip)," At the New Directors/New Films Festival, Seriousness Often Means Sadness", Europe Lets Google Sell Brand Advertising," Dr. James Black, Pharmacologist Who Discovered Beta Blockers, Dies at 85", E.P.A. To Seek More Data On Emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2010,1," A Studio, Animated"," What We're Reading: Wii Movies, Spam and Dog Collars", How to Succeed in Business Without Knowing Very Much, British Newspaper Sold for £1 to Former K.G.B. Agent, Willy Wonka and The Admissions Process, Will Republicans Support Financial Reform?," Remix, Reuse, Recombine: Holding a Seminar on Mash-Up Culture", The Wizarding World of Harry Potter Will Open to Muggles in June, Ambac May Seek Bankruptcy After Regulators Step In, Congress Wrestles Over Small-Business Jobs Bill, Financial Tuneup: An Expert's Tips for Organizing Electronic Documents, A Ride at Hogwarts Will Open to Muggles in June, Financial Tuneup: How to Do Your Own, Missing Bags at Arrival Airports Fewer by Almost a Quarter in 2009, Financial Crisis Reading List, Credit Suisse Chief Receives $17.9 Million, Will I.P.O. Plans Make Chicago Exchange a Target?, I.C.B.C. Announces $3.6 Billion Convertible Bond Issue, Yelp Chief on Site That Businesses Love to Hate, Two JWT Executives to Open Their Own Agency, Emirate Promises $9.5 Billion for Dubai World, S.E.C. Said to Investigate Two More Hedge Funds, Rhode Island and Dayton Move To N.I.T. Semifinals, France: Man Accused of Hacking Twitter Accounts, Audit Faults Bookkeeping by Office Under Morgenthau, China Says It Will Not Adjust Exchange Rate, How to Self-Diagnose Your Financial Health," A Financial Report Card, Right in Your Tax Return", Chilewich Creates Mats for Dogs, Policy Change to Benefit Playwrights, White Beans With Swiss Chard and Rice," Talking to the Chief of Yelp, the Site That Businesses Love to Hate", New Bow on a Minimal Box , Financial Overhaul Is Next Priority of Democrats, Starbucks Plans to Pay a 10-Cent Dividend," A Financial Report Card, Right in Your Tax Return", How to Self-Diagnose Your Financial Health," Paid Notice: Deaths  COHEN, MELISSA B", When Meeting Halfway Means in the Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2010,1, American Scout for Mumbai Attacks Was Jokingly Called ‘Agent Headley’ by Friends, McCain Recuits Palin for Tough Race, Palin Speaks in Favor of McCain," Civil Rights Battles, in Black and White"," Emilio Morenatti, Honored and Recovered"," Greeks, Romans and Financial Reform", Credit Suisse Proves a Willing Lender to Directors," Palin and McCain, Together Again", Financial Tuneup: Should I Take Less Risk?, Taxing CO2 Emissions at Europe's Borders," Greeks, Romans, and Financial Reform", Fitch Expects Financial Overhaul to Cut Bank Risks, Cheering in Halls as Drug Cases Are Dismissed, Shepard Fairey Returns to New York (With Permission), Now Online | T Travel Spring 2010 Issue, Woman Convicted of Killing Real Estate Agent Gets New Lawyer, Taxes and the Deficit Commission, What Does It Mean to Be a Good Wife?, Femininity and Nature, Palin and McCain Reunite for His Campaign, Weekend Competition Q&A: A Bissel Yiddish?," Transportation Department Embraces Bikes, and Business Groups Cry Foul", Rwanda Lodge Opens Near Monkey Forest, Open Note to Student Commenters and Your Teachers: Thank You!, UBS Taps Credit Suisse Banker to Head Swiss Unit, Audit Finds Vulnerability of EnergyStar Program  , U.S. and E.U. Agree to Expand Open Skies Accord, Emirate Offers to Help Restructure Dubai World, U.S. Official Defends Contractors&#8217; Mission, Audit Faults ‘Honor System’ for Aid to City’s Homeless, American Terror Suspect Traveled Unimpeded, Pay Surges for Credit Suisse Chief Executive, Monkey Business in a World of Evil, Public TV to Finance Regional News Projects, S.E.C. Plans to Review Derivatives Used in Funds," In Iowa, Obama Calls Health Bill ‘Pro-Business’ "," Markets Pull Back, Giving Up the Day’s Gains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2010,0, Another  T.S.A. Nominee Withdraws," Arnold Forster, Who Fought Anti-Semitism With B’nai B’rith, Is Dead at 97", Talent Agents a New Force in the Video Game Industry," Its Underdog Days Over, Butler Is Thinking Big", Abu Dhabi Executive Missing After Glider Crash," Differences Set Aside, Palin Lends McCain Aid", Toyota Cuts Production in Europe After Sales Slump, Zimbabwe Shrugs Off Gay Rights," For 3-D Travelers, a Cosmic Journey", Courts Take On Campaign Finance Decision, Chrysler Offers Reinstatement to 86 Dealerships It Told to Close, China Bars Noted Scholar From Planned Trip to U.S., Toyota Slows Production in Europe as Sales Lag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2010,0, Seton Hall Hires Iona Coach; McCaffery Leaves Siena," Day Traders 2.0: Wired, Angry and Loving It", Does This Bank Watchdog Have a Bite?, The Pulse: Scrutinizing the Numbers in Caterpillar’s Complaint, Crane Falls Against Financial District Building," In Finance Reform, an Opportunity for Democrats", An Exceptional Nominee, Credit Ratings: The View From Standard & Poor’s, Louisiana Tech Wins Opener at Twins&#8217; Home, Illinois Democratic Party Chooses a Familiar Name as Lieutenant Governor Nominee, Nominee to Disability Council Is Lightning Rod for Dispute on Views of Autism, Feldman to Open Season, Red Bulls Beat Fire In M.L.S. Opener, Pro-Business Lobbying Blitz Takes on Obama’s Plan for Wall Street Overhaul," Carrots, Sticks and Lower Premiums", Does This Bank Watchdog Have a Bite?," Day Traders 2.0: Wired, Angry and Loving It"," Death of a Loophole, and Swiss Banks Will Mourn", T.S.A. Could Be Leaderless for Months After the Withdrawal of a Second Nominee," Melissa Rosenstein, David Benin", Letter: The Femivore’s Dilemma, Letter: Issues With a Fix for Kids With Issues," A Life to Live, This Side of the Bars ", Heading Off the Next Financial Crisis, American Jeremiad: A Manifesto, Basketball Business 101, Neue Bohemians," Paid Notice: Memorials  COBB, MARGARET GALLATIN DIED PEACEFULLY AT HOME IN NEW YORK ON MARCH 24 AT AGE 102. A LIFELONG FRANCOPHILE AND CLAUDE DEBUSSY SCHOLAR MRS. COBB WAS APPOINTED IN 1972 TO HEAD THE NEWLY FOUNDED CENTRE DE DOCUMENTATION CLAUDE DEBUSSY IN ST. GERMAIN, EN, LAYE (OUTSIDE PARIS). IT WAS HERE THAT SHE GATHERED AN EXTENSIVE BODY OF PRIMARY SOURCE MATERIAL WHICH IS NOW LOCATED IN THE BIBLIOTHEQUE NATIONALE OF FRANCE IN PARIS. AMONG HER MANY PUBLICATIONS WHICH CENTERED ON THE LITERARY INFLUENCES ON DEBUSSY ARE THE POETIC DEBUSSY, DEBUSSY'S LETTERS TO INGHELBRECHT, AND THE CO, TRANSLATION OF THE MARCEL DIETSCHY BIOGRAPHY A PORTRAIT OF CLAUDE DEBUSSY. IN 2002, SHE WAS HONORED BY THE FRENCH GOVERNMENT WITH THE TITLE OF OFFICIER DE L'ORDRE DES ARTS ET DES LETTRES. AT THE TIME OF HER DEATH SHE WAS WORKING ON A BOOK ON DEBUSSY'S LETTERS WITH QUOTATIONS FROM THE POETRY JULES LAFORGUE. AN AVID COLLECTOR OF DEBUSSY LETTERS SHE DONATED OVER 100 TO MORGAN LIBRARY WHERE SHE WAS A FELLOW. PRIOR TO OPENING THE CENTRE, MRS. COBB WAS AN EDITOR FOR THIRTY, FIVE YEARS AT MCGRAW HILL AND EDITORIAL CONSULTANT THERE FOR THE LAROUSSE FRENCH", T.S.A. Could Be Leaderless for Months After the Withdrawal of a Second Nominee, Pro-Business Lobbying Blitz Takes on Obama's Plan for Wall Street Overhaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2010,1, Godfather of iPod Severs Final Ties With Apple, R.N.C. Dismisses Aide Over Outing to Club, Common Sense and Insider Trading, Magazine Honors Maplewood Businesses, Playwrights Horizons Announces More of 2010-11 Lineup, Financial Tuneup: The Gym Cancellation Follies, Democrats Try to Split Bankers on Financial Bill," Index-Finger Cooks, Pizza Bumps, Speed-Scratch Products, & Lazy Food", Application for the Forgetful Driver, Idiot-Proofing Financial Regulation," A Letter From U.N.C., and the Agonizing Wait to Open It", The Price of Face Time, Bolshoi Theater Plans Reopening in Fall of 2011, Debate Between Media and Apple Over iPad Hardly a Flash in the Pan," 'Community' Creator Writes to Child, Disses Spielberg and Wins Our Hearts", Is Your Small Business More Than Just a Job?," With Euro Zone Pledge, Greece to Issue 7-Year Bonds"," Cat vs. Dog, Round Umpteen"," Stocks Soar, but Many Analysts Ask Why"," Vinocur: In Germany, a Very Risky Business", General Growth Said to Be Near Bankruptcy Exit Plan," Death of a Loophole, and Swiss Banks Will Mourn", Armstrong Says Rivalry With Contador Isn’t at Issue," Finding Natural Gas, Safely", Pitching Issues Remain as Mets Prepare to Come North, Federal Agents Make Arrests After Raids in Three States," Stocks Soar, but Many Analysts Ask Why", ‘Robin Hood’ to Open Cannes Film Festival, A Discard Proves Crucial in the Swiss Teams, Thai Premier Faces Off With Leaders of Protests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
